time,time,ci
2019-01-03 22:50:00,2019-01-03 22:50:00,0.009725074114408469
2019-01-03 22:55:00,2019-01-03 22:55:00,0.011708485896025087
2019-01-03 23:00:00,2019-01-03 23:00:00,0.018324977776544907
2019-01-03 23:05:00,2019-01-03 23:05:00,0.023981723571140274
2019-01-03 23:10:00,2019-01-03 23:10:00,0.019898751767110277
2019-01-03 23:15:00,2019-01-03 23:15:00,0.022351353366931493
2019-01-03 23:20:00,2019-01-03 23:20:00,0.021093784868322592
2019-01-03 23:25:00,2019-01-03 23:25:00,0.024981480290121132
2019-01-03 23:30:00,2019-01-03 23:30:00,0.02467665053797287
2019-01-03 23:35:00,2019-01-03 23:35:00,0.0214380074308677
2019-01-04 16:05:00,2019-01-04 16:05:00,0.017828332304347303
2019-01-04 16:10:00,2019-01-04 16:10:00,0.0908592847668851
2019-01-04 16:15:00,2019-01-04 16:15:00,0.036976842116075576
2019-01-04 16:20:00,2019-01-04 16:20:00,0.01320447007955987
2019-01-04 16:25:00,2019-01-04 16:25:00,0.024343282558187237
2019-01-04 16:30:00,2019-01-04 16:30:00,0.013370627479099414
2019-01-04 16:35:00,2019-01-04 16:35:00,0.019321658381312442
2019-01-04 16:40:00,2019-01-04 16:40:00,0.010664932874950196
2019-01-04 16:45:00,2019-01-04 16:45:00,0.019152020122348252
2019-01-04 16:50:00,2019-01-04 16:50:00,0.011151590072782505
2019-01-04 16:55:00,2019-01-04 16:55:00,0.02008699543894911
2019-01-04 17:00:00,2019-01-04 17:00:00,0.01676513460295237
2019-01-04 17:05:00,2019-01-04 17:05:00,0.010878278896654056
2019-01-04 17:10:00,2019-01-04 17:10:00,0.0013716476559456233
2019-01-04 17:15:00,2019-01-04 17:15:00,0.00830477507015286
2019-01-04 17:20:00,2019-01-04 17:20:00,0.0039116965540604495
2019-01-04 17:25:00,2019-01-04 17:25:00,0.006123353863661931
2019-01-04 17:30:00,2019-01-04 17:30:00,0.008066332818108833
2019-01-04 17:35:00,2019-01-04 17:35:00,0.008251603992190737
2019-01-04 17:40:00,2019-01-04 17:40:00,0.01252844711726112
2019-01-04 17:45:00,2019-01-04 17:45:00,0.008131920100782168
2019-01-04 17:50:00,2019-01-04 17:50:00,0.0031972213683853366
2019-01-04 17:55:00,2019-01-04 17:55:00,0.005937473271020522
2019-01-04 18:00:00,2019-01-04 18:00:00,0.010488381087250071
2019-01-04 18:05:00,2019-01-04 18:05:00,0.007667671552339605
2019-01-04 18:10:00,2019-01-04 18:10:00,0.006784664800145234
2019-01-04 18:15:00,2019-01-04 18:15:00,0.008334575936105773
2019-01-04 18:20:00,2019-01-04 18:20:00,0.005305036006446424
2019-01-04 18:25:00,2019-01-04 18:25:00,0.012084968733949819
2019-01-04 18:30:00,2019-01-04 18:30:00,0.007431876245747981
2019-01-04 18:35:00,2019-01-04 18:35:00,0.003444511790775023
2019-01-04 18:40:00,2019-01-04 18:40:00,0.009281834957039308
2019-01-04 18:45:00,2019-01-04 18:45:00,0.0033156896301803924
2019-01-04 18:50:00,2019-01-04 18:50:00,0.00530333787979715
2019-01-04 18:55:00,2019-01-04 18:55:00,0.005121195053618772
2019-01-04 19:00:00,2019-01-04 19:00:00,0.007491603727198606
2019-01-04 19:05:00,2019-01-04 19:05:00,0.0021177537510271975
2019-01-04 19:10:00,2019-01-04 19:10:00,0.006093978602297931
2019-01-04 19:15:00,2019-01-04 19:15:00,0.004087817214125654
2019-01-04 19:20:00,2019-01-04 19:20:00,0.005982784164367824
2019-01-04 19:25:00,2019-01-04 19:25:00,0.005793719125082336
2019-01-04 19:30:00,2019-01-04 19:30:00,0.007537755487573371
2019-01-04 19:35:00,2019-01-04 19:35:00,0.0039710895463420425
2019-01-04 19:40:00,2019-01-04 19:40:00,0.00796116902598009
2019-01-04 19:45:00,2019-01-04 19:45:00,0.004881333807452968
2019-01-04 19:50:00,2019-01-04 19:50:00,0.007234712864660763
2019-01-04 19:55:00,2019-01-04 19:55:00,0.005263651504666564
2019-01-04 20:00:00,2019-01-04 20:00:00,0.0017607063975912354
2019-01-04 20:05:00,2019-01-04 20:05:00,0.0032467385255245153
2019-01-04 20:10:00,2019-01-04 20:10:00,0.0062694852405328775
2019-01-04 20:15:00,2019-01-04 20:15:00,0.004346941277808089
2019-01-04 20:20:00,2019-01-04 20:20:00,0.002419306126524151
2019-01-04 20:25:00,2019-01-04 20:25:00,0.004764551136372774
2019-01-04 20:30:00,2019-01-04 20:30:00,0.005313941916588363
2019-01-04 20:35:00,2019-01-04 20:35:00,0.004407947162063911
2019-01-04 20:40:00,2019-01-04 20:40:00,0.0035837317704509215
2019-01-04 20:45:00,2019-01-04 20:45:00,0.0027966062134688677
2019-01-04 20:50:00,2019-01-04 20:50:00,0.0020601567208732596
2019-01-04 20:55:00,2019-01-04 20:55:00,0.002445973954359322
2019-01-04 21:00:00,2019-01-04 21:00:00,0.0026529729643613655
2019-01-04 21:05:00,2019-01-04 21:05:00,0.00115626261427503
2019-01-04 21:10:00,2019-01-04 21:10:00,0.007572860720371976
2019-01-04 21:15:00,2019-01-04 21:15:00,0.002187854141426506
2019-01-04 21:20:00,2019-01-04 21:20:00,0.003937921057042884
2019-01-04 21:25:00,2019-01-04 21:25:00,0.0049833308998904775
2019-01-04 21:30:00,2019-01-04 21:30:00,0.004838946084860173
2019-01-04 21:35:00,2019-01-04 21:35:00,0.0032809969485440805
2019-01-04 21:40:00,2019-01-04 21:40:00,0.005825990648741085
2019-01-04 21:45:00,2019-01-04 21:45:00,0.004776671258307878
2019-01-04 21:50:00,2019-01-04 21:50:00,0.002200240863942369
2019-01-04 21:55:00,2019-01-04 21:55:00,0.0072028363493983364
2019-01-04 22:00:00,2019-01-04 22:00:00,0.006993670348894492
2019-01-04 22:05:00,2019-01-04 22:05:00,0.004689521431188304
2019-01-04 22:10:00,2019-01-04 22:10:00,0.0011566869550990564
2019-01-04 22:15:00,2019-01-04 22:15:00,0.010303814621797563
2019-01-04 22:20:00,2019-01-04 22:20:00,0.011760754740192964
2019-01-04 22:25:00,2019-01-04 22:25:00,0.006059817891413416
2019-01-04 22:30:00,2019-01-04 22:30:00,0.00589897648145578
2019-01-04 22:35:00,2019-01-04 22:35:00,0.0048885206205798145
2019-01-04 22:40:00,2019-01-04 22:40:00,0.0068213068833076354
2019-01-04 22:45:00,2019-01-04 22:45:00,0.012685875895581131
2019-01-04 22:50:00,2019-01-04 22:50:00,0.007571315332571653
2019-01-04 22:55:00,2019-01-04 22:55:00,0.009421679061704047
2019-01-04 23:00:00,2019-01-04 23:00:00,0.01589852055632309
2019-01-04 23:05:00,2019-01-04 23:05:00,0.021393177995260252
2019-01-04 23:10:00,2019-01-04 23:10:00,0.01715743330550833
2019-01-04 23:15:00,2019-01-04 23:15:00,0.019455777840187323
2019-01-04 23:20:00,2019-01-04 23:20:00,0.024289556788966785
2019-01-04 23:25:00,2019-01-04 23:25:00,0.021614794918123743
2019-01-04 23:30:00,2019-01-04 23:30:00,0.028022827406041152
2019-01-04 23:35:00,2019-01-04 23:35:00,0.024904125197174765
2019-01-05 16:05:00,2019-01-05 16:05:00,0.12302881219402265
2019-01-05 16:10:00,2019-01-05 16:10:00,0.1498272727813119
2019-01-05 16:15:00,2019-01-05 16:15:00,0.2848616590244342
2019-01-05 16:20:00,2019-01-05 16:20:00,0.15383819386664763
2019-01-05 16:25:00,2019-01-05 16:25:00,0.1890962544309905
2019-01-05 16:30:00,2019-01-05 16:30:00,0.19653551108800651
2019-01-05 16:35:00,2019-01-05 16:35:00,0.23734396399139635
2019-01-05 16:40:00,2019-01-05 16:40:00,0.27842736899665765
2019-01-05 16:45:00,2019-01-05 16:45:00,0.3963658900002945
2019-01-05 16:50:00,2019-01-05 16:50:00,0.3825398072677919
2019-01-05 16:55:00,2019-01-05 16:55:00,0.44816215682508187
2019-01-05 17:00:00,2019-01-05 17:00:00,0.32718350039202954
2019-01-05 17:05:00,2019-01-05 17:05:00,0.30087833414181664
2019-01-05 17:10:00,2019-01-05 17:10:00,0.3816133227884826
2019-01-05 17:15:00,2019-01-05 17:15:00,0.35466453354153116
2019-01-05 17:20:00,2019-01-05 17:20:00,0.264283272756373
2019-01-05 17:25:00,2019-01-05 17:25:00,0.3811996848557226
2019-01-05 17:30:00,2019-01-05 17:30:00,0.5155391412363284
2019-01-05 17:35:00,2019-01-05 17:35:00,0.394038002981024
2019-01-05 17:40:00,2019-01-05 17:40:00,0.40649051595154667
2019-01-05 17:45:00,2019-01-05 17:45:00,0.40695957150679685
2019-01-05 17:50:00,2019-01-05 17:50:00,0.3328414353585987
2019-01-05 17:55:00,2019-01-05 17:55:00,0.4098803869530153
2019-01-05 18:00:00,2019-01-05 18:00:00,0.3471568718583746
2019-01-05 18:05:00,2019-01-05 18:05:00,0.3334946972348046
2019-01-05 18:10:00,2019-01-05 18:10:00,0.35180742256335285
2019-01-05 18:15:00,2019-01-05 18:15:00,0.33780019477702883
2019-01-05 18:20:00,2019-01-05 18:20:00,0.38184353192774195
2019-01-05 18:25:00,2019-01-05 18:25:00,0.3677719561113947
2019-01-05 18:30:00,2019-01-05 18:30:00,0.4623201448555477
2019-01-05 18:35:00,2019-01-05 18:35:00,0.47134718049660024
2019-01-05 18:40:00,2019-01-05 18:40:00,0.4084553832542398
2019-01-05 18:45:00,2019-01-05 18:45:00,0.5563459562845746
