time,time,ci,high,low
2019-01-01 16:05:00,2019-01-01 16:05:00,0.07028581003217843,264.94540868713335,91.07046312296838
2019-01-01 16:10:00,2019-01-01 16:10:00,0.17257303640116192,264.94540868713335,74.28349425686821
2019-01-01 16:15:00,2019-01-01 16:15:00,0.06941230732593585,264.94540868713335,96.71400076349846
2019-01-01 16:20:00,2019-01-01 16:20:00,0.03890329090043233,264.94540868713335,104.51513833401339
2019-01-01 16:25:00,2019-01-01 16:25:00,0.09577696567974997,264.94540868713335,98.17261516051006
2019-01-01 16:30:00,2019-01-01 16:30:00,0.05447114236633171,264.94540868713335,104.31865258415024
2019-01-01 16:35:00,2019-01-01 16:35:00,0.06613149994851483,264.94540868713335,103.56423811125171
2019-01-01 16:40:00,2019-01-01 16:40:00,0.04946924739820317,264.94540868713335,107.63401900646765
2019-01-01 16:45:00,2019-01-01 16:45:00,0.07091982912804247,264.94540868713335,105.28532638158504
2019-01-01 16:50:00,2019-01-01 16:50:00,0.048066035964071926,264.94540868713335,109.39652004222557
2019-01-01 16:55:00,2019-01-01 16:55:00,0.06555219931219008,264.94540868713335,105.86427461622462
2019-01-01 17:00:00,2019-01-01 17:00:00,0.08157954388515153,264.94540868713335,103.54998824068302
2019-01-01 17:05:00,2019-01-01 17:05:00,0.06718507811246364,264.94540868713335,106.55860197949937
2019-01-01 17:10:00,2019-01-01 17:10:00,0.10864067091512188,264.94540868713335,99.79739126548394
2019-01-01 17:15:00,2019-01-01 17:15:00,0.04232709175718784,264.94540868713335,109.26106376983091
2019-01-01 17:20:00,2019-01-01 17:20:00,0.08158009410145309,264.94540868713335,104.2490082876963
2019-01-01 17:25:00,2019-01-01 17:25:00,0.0316038031779612,264.94540868713335,110.83994738725539
2019-01-01 17:30:00,2019-01-01 17:30:00,0.03695219121660705,264.94540868713335,109.22450158556934
2019-01-01 17:35:00,2019-01-01 17:35:00,0.014326799564981485,264.94540868713335,112.15895365427382
2019-01-01 17:40:00,2019-01-01 17:40:00,0.02705187529344222,264.94540868713335,108.07085501924301
2019-01-01 17:45:00,2019-01-01 17:45:00,0.00402242127380573,264.94540868713335,111.27436019705836
2019-01-01 17:50:00,2019-01-01 17:50:00,0.015876210363224088,264.94540868713335,109.07837452804567
2019-01-01 17:55:00,2019-01-01 17:55:00,0.011034470945598998,264.94540868713335,108.13542653909325
2019-01-01 18:00:00,2019-01-01 18:00:00,0.022213382763191843,264.94540868713335,106.17341885768569
2019-01-01 18:05:00,2019-01-01 18:05:00,0.004638050964400484,264.94540868713335,107.48832771736129
2019-01-01 18:10:00,2019-01-01 18:10:00,0.011080051629631545,264.94540868713335,104.37673169925635
2019-01-01 18:15:00,2019-01-01 18:15:00,0.020005063412526194,264.94540868713335,101.61604385347914
2019-01-01 18:20:00,2019-01-01 18:20:00,0.026528828232573288,264.94540868713335,98.62161590981619
2019-01-01 18:25:00,2019-01-01 18:25:00,0.032476465906375956,264.94540868713335,97.84393466684605
2019-01-01 18:30:00,2019-01-01 18:30:00,0.010715434986609923,264.94540868713335,99.82879149066342
2019-01-01 18:35:00,2019-01-01 18:35:00,0.006956630250750459,264.94540868713335,98.86143375829128
2019-01-01 18:40:00,2019-01-01 18:40:00,0.014439097788907158,264.94540868713335,96.73698329429328
2019-01-01 18:45:00,2019-01-01 18:45:00,0.001154895542131946,264.94540868713335,96.91537039406064
2019-01-01 18:50:00,2019-01-01 18:50:00,0.0028208056780734654,264.94540868713335,95.93200479047066
2019-01-01 18:55:00,2019-01-01 18:55:00,0.005707055120325397,264.94540868713335,94.80300009000523
2019-01-01 19:00:00,2019-01-01 19:00:00,0.011221758820298694,264.94540868713335,92.64344110079695
2019-01-01 19:05:00,2019-01-01 19:05:00,0.002991609682372009,264.94540868713335,92.9339539050198
2019-01-01 19:10:00,2019-01-01 19:10:00,-0.000307811496134941,264.94540868713335,91.1997893496888
2019-01-01 19:15:00,2019-01-01 19:15:00,0.00429340883065834,264.94540868713335,90.01810892419518
2019-01-01 19:20:00,2019-01-01 19:20:00,0.00430202669405221,264.94540868713335,89.07603877648482
2019-01-01 19:25:00,2019-01-01 19:25:00,0.008421257468279274,264.94540868713335,87.45978280887219
2019-01-01 19:30:00,2019-01-01 19:30:00,0.017843712576774622,264.94540868713335,84.92031827866259
2019-01-01 19:35:00,2019-01-01 19:35:00,0.009397761376132656,264.94540868713335,85.68078717246196
2019-01-01 19:40:00,2019-01-01 19:40:00,0.03125453447468917,264.94540868713335,80.89912593840008
2019-01-01 19:45:00,2019-01-01 19:45:00,0.027402435039723942,264.94540868713335,80.32029731744248
2019-01-01 19:50:00,2019-01-01 19:50:00,0.009575041170702066,264.94540868713335,82.41027470222134
2019-01-01 19:55:00,2019-01-01 19:55:00,0.006239518549771137,264.94540868713335,81.8425262432991
2019-01-01 20:00:00,2019-01-01 20:00:00,0.007704893441260764,264.94540868713335,81.05205724823307
2019-01-01 20:05:00,2019-01-01 20:05:00,0.011976672150260534,264.94540868713335,79.78186024098291
2019-01-01 20:10:00,2019-01-01 20:10:00,0.007284750374175103,264.94540868713335,78.99532125545281
2019-01-01 20:15:00,2019-01-01 20:15:00,0.009828036283475951,264.94540868713335,78.13237582703793
2019-01-01 20:20:00,2019-01-01 20:20:00,0.008110853068746773,264.94540868713335,77.49381704970851
2019-01-01 20:25:00,2019-01-01 20:25:00,0.007136736591817838,264.94540868713335,76.75601755562211
2019-01-01 20:30:00,2019-01-01 20:30:00,0.010575234471334325,264.94540868713335,75.2152686480727
2019-01-01 20:35:00,2019-01-01 20:35:00,0.006943294309856961,264.94540868713335,75.06251981034406
2019-01-01 20:40:00,2019-01-01 20:40:00,0.010822252642236026,264.94540868713335,74.14019232535371
2019-01-01 20:45:00,2019-01-01 20:45:00,0.001979989754034216,264.94540868713335,73.79283328204785
2019-01-01 20:50:00,2019-01-01 20:50:00,0.0048747047688409645,264.94540868713335,72.49145499634
2019-01-01 20:55:00,2019-01-01 20:55:00,0.005509746212152721,264.94540868713335,71.65528857593175
