time,Channel,1x1,3x3,5x5,kappa0,time,round_time_1min,round_time_5min
1/1/2019 2:44,C02,0.485689,0.186125889,0.022111808,0.001862,1/1/2019 2:44,1/1/2019 2:45,1/1/2019 2:45
1/1/2019 2:49,C02,0.802874,0.150883444,0.028211615,0.001862,1/1/2019 2:49,1/1/2019 2:50,1/1/2019 2:50
1/1/2019 2:54,C02,-0.941641,-0.289650556,-0.136480231,0.001862,1/1/2019 2:54,1/1/2019 2:55,1/1/2019 2:55
1/1/2019 2:59,C02,0.485689,0.027533667,0.150205538,0.001862,1/1/2019 2:59,1/1/2019 3:00,1/1/2019 3:00
1/1/2019 3:04,C02,-0.307272,-0.342514667,-0.099882231,0.001862,1/1/2019 3:04,1/1/2019 3:05,1/1/2019 3:05
1/1/2019 3:09,C02,-0.14868,-0.095815778,0.046510577,0.001862,1/1/2019 3:09,1/1/2019 3:10,1/1/2019 3:10
1/1/2019 3:14,C02,0.009912,0.238990222,0.119707192,0.001862,1/1/2019 3:14,1/1/2019 3:15,1/1/2019 3:15
1/1/2019 3:19,C02,0.327097,-0.025330222,0.089208538,0.001862,1/1/2019 3:19,1/1/2019 3:20,1/1/2019 3:20
1/1/2019 3:24,C02,0.644281,0.203747222,0.174604192,0.001862,1/1/2019 3:24,1/1/2019 3:25,1/1/2019 3:25
1/1/2019 3:29,C02,-0.14868,-0.131058667,0.052610192,0.001862,1/1/2019 3:29,1/1/2019 3:30,1/1/2019 3:30
1/1/2019 12:04,C02,-0.624456,-0.183922444,-0.087682731,0.001862,1/1/2019 12:04,1/1/2019 12:05,1/1/2019 12:05
1/1/2019 12:09,C02,0.009912,0.027533667,0.119707038,0.001862,1/1/2019 12:09,1/1/2019 12:10,1/1/2019 12:10
1/1/2019 12:14,C02,-0.783049,0.150883333,0.162405077,0.001862,1/1/2019 12:14,1/1/2019 12:15,1/1/2019 12:15
1/1/2019 12:19,C02,-0.307272,-0.148679889,-0.124280962,0.001862,1/1/2019 12:19,1/1/2019 12:20,1/1/2019 12:20
1/1/2019 12:24,C02,0.168505,0.115640556,0.174604423,0.001862,1/1/2019 12:24,1/1/2019 12:25,1/1/2019 12:25
1/1/2019 12:29,C02,-0.307272,0.098019222,0.089208615,0.001862,1/1/2019 12:29,1/1/2019 12:30,1/1/2019 12:30
1/1/2019 12:34,C02,-0.941641,-0.113437111,-0.038885192,0.001862,1/1/2019 12:34,1/1/2019 12:35,1/1/2019 12:35
1/1/2019 12:39,C02,0.485689,-0.025330222,0.028211692,0.001862,1/1/2019 12:39,1/1/2019 12:40,1/1/2019 12:40
1/1/2019 12:44,C02,0.168505,0.379961444,0.131906808,0.001862,1/1/2019 12:44,1/1/2019 12:45,1/1/2019 12:45
1/1/2019 12:49,C02,-0.307272,0.098019111,0.064809731,0.001862,1/1/2019 12:49,1/1/2019 12:50,1/1/2019 12:50
1/1/2019 12:54,C02,-0.14868,-0.042951778,-0.038885308,0.001862,1/1/2019 12:54,1/1/2019 12:55,1/1/2019 12:55
1/1/2019 12:59,C02,0.485689,0.327096889,0.272199654,0.001862,1/1/2019 12:59,1/1/2019 13:00,1/1/2019 13:00
1/1/2019 13:04,C02,-0.14868,0.080397889,0.022112077,0.001862,1/1/2019 13:04,1/1/2019 13:05,1/1/2019 13:05
1/1/2019 13:09,C02,-0.14868,-0.078194556,0.003812654,0.001862,1/1/2019 13:09,1/1/2019 13:10,1/1/2019 13:10
1/1/2019 13:14,C02,0.009912,0.098019,0.0465105,0.001862,1/1/2019 13:14,1/1/2019 13:15,1/1/2019 13:15
1/1/2019 13:19,C02,-0.307272,0.238990333,0.199003231,0.001862,1/1/2019 13:19,1/1/2019 13:20,1/1/2019 13:20
1/1/2019 13:24,C02,0.009912,-0.342515222,-0.270674038,0.001862,1/1/2019 13:24,1/1/2019 13:25,1/1/2019 13:25
1/1/2019 13:29,C02,0.485689,0.238990111,0.052610308,0.001862,1/1/2019 13:29,1/1/2019 13:30,1/1/2019 13:30
1/1/2019 13:34,C02,0.644281,0.115640444,0.174604423,0.001862,1/1/2019 13:34,1/1/2019 13:35,1/1/2019 13:35
1/1/2019 13:39,C02,-0.14868,0.009912444,0.077009154,0.001862,1/1/2019 13:39,1/1/2019 13:40,1/1/2019 13:40
1/1/2019 13:44,C02,0.168505,0.045155111,0.180704038,0.001862,1/1/2019 13:44,1/1/2019 13:45,1/1/2019 13:45
1/1/2019 13:49,C02,0.327097,0.009912556,0.070909538,0.001862,1/1/2019 13:49,1/1/2019 13:50,1/1/2019 13:50
1/1/2019 13:54,C02,0.802874,0.309475444,0.070909346,0.001862,1/1/2019 13:54,1/1/2019 13:55,1/1/2019 13:55
1/1/2019 13:59,C02,0.644281,0.291854,0.016012,0.001862,1/1/2019 13:59,1/1/2019 14:00,1/1/2019 14:00
1/1/2019 14:04,C02,0.644281,0.291854111,0.229501731,0.001862,1/1/2019 14:04,1/1/2019 14:05,1/1/2019 14:05
1/1/2019 14:09,C02,0.009912,-0.025330333,0.058709885,0.001862,1/1/2019 14:09,1/1/2019 14:10,1/1/2019 14:10
1/1/2019 14:14,C02,0.644281,0.362339667,0.119707077,0.001862,1/1/2019 14:14,1/1/2019 14:15,1/1/2019 14:15
1/1/2019 14:19,C02,-0.14868,0.115640556,0.058709885,0.001862,1/1/2019 14:19,1/1/2019 14:20,1/1/2019 14:20
1/1/2019 14:24,C02,0.009912,0.098019222,0.070909538,0.001862,1/1/2019 14:24,1/1/2019 14:25,1/1/2019 14:25
1/1/2019 14:29,C02,0.168505,0.362339667,0.180704154,0.001862,1/1/2019 14:29,1/1/2019 14:30,1/1/2019 14:30
1/1/2019 14:34,C02,0.009912,0.221368444,0.1685045,0.001862,1/1/2019 14:34,1/1/2019 14:35,1/1/2019 14:35
1/1/2019 14:39,C02,0.168505,0.256611556,0.388094154,0.001862,1/1/2019 14:39,1/1/2019 14:40,1/1/2019 14:40
1/1/2019 14:44,C02,1.278652,0.785253,0.772375885,0.001862,1/1/2019 14:44,1/1/2019 14:45,1/1/2019 14:45
1/1/2019 14:49,C02,1.437244,1.313894111,1.303050269,0.001862,1/1/2019 14:49,1/1/2019 14:50,1/1/2019 14:50
1/1/2019 14:54,C02,1.913021,2.388797778,2.461994269,0.001862,1/1/2019 14:54,1/1/2019 14:55,1/1/2019 14:55
1/1/2019 14:59,C02,3.657537,3.886614778,4.011319808,0.001862,1/1/2019 14:59,1/1/2019 15:00,1/1/2019 15:00
1/1/2019 15:04,C02,5.402054,5.613509667,5.664340538,0.001862,1/1/2019 15:04,1/1/2019 15:05,1/1/2019 15:05
1/1/2019 15:09,C02,7.305162,7.393268667,7.262463731,0.001862,1/1/2019 15:09,1/1/2019 15:10,1/1/2019 15:10
1/1/2019 15:14,C02,9.525455,9.137784667,9.159472346,0.001862,1/1/2019 15:14,1/1/2019 15:15,1/1/2019 15:15
1/1/2019 15:19,C02,11.745749,11.93958367,11.8250445,0.001862,1/1/2019 15:19,1/1/2019 15:20,1/1/2019 15:20
1/1/2019 15:24,C02,14.44182,14.26560456,14.11853373,0.001862,1/1/2019 15:24,1/1/2019 15:25,1/1/2019 15:25
1/1/2019 15:29,C02,16.344927,16.96167522,16.79630492,0.001862,1/1/2019 15:29,1/1/2019 15:30,1/1/2019 15:30
1/1/2019 15:34,C02,19.992552,19.99255089,19.73636354,0.001862,1/1/2019 15:34,1/1/2019 15:35,1/1/2019 15:35
1/1/2019 15:39,C02,22.847216,22.84721456,22.63372469,0.001862,1/1/2019 15:39,1/1/2019 15:40,1/1/2019 15:40
1/1/2019 15:44,C02,25.860468,25.36707033,25.33589427,0.001862,1/1/2019 15:44,1/1/2019 15:45,1/1/2019 15:45
1/1/2019 15:49,C02,27.922171,28.25697633,28.19665665,0.001862,1/1/2019 15:49,1/1/2019 15:50,1/1/2019 15:50
1/1/2019 15:54,C02,31.252611,31.07639533,31.06961788,0.001862,1/1/2019 15:54,1/1/2019 15:55,1/1/2019 15:55
1/1/2019 15:59,C02,35.05883,33.96630411,33.936483,0.001862,1/1/2019 15:59,1/1/2019 16:00,1/1/2019 16:00
1/1/2019 16:04,C02,37.279121,37.102906,36.94363669,0.001862,1/1/2019 16:04,1/1/2019 16:05,1/1/2019 16:05
1/1/2019 16:09,C02,40.133781,40.22188833,40.15818038,0.001862,1/1/2019 16:09,1/1/2019 16:10,1/1/2019 16:10
1/1/2019 16:14,C02,43.78141,43.18228133,43.06774238,0.001862,1/1/2019 16:14,1/1/2019 16:15,1/1/2019 16:15
1/1/2019 16:19,C02,46.160294,45.49068111,45.30023446,0.001862,1/1/2019 16:19,1/1/2019 16:20,1/1/2019 16:20
1/1/2019 16:24,C02,48.856369,48.41583144,48.41108662,0.001862,1/1/2019 16:24,1/1/2019 16:25,1/1/2019 16:25
1/1/2019 16:29,C02,51.235252,50.74185178,50.67407727,0.001862,1/1/2019 16:29,1/1/2019 16:30,1/1/2019 16:30
1/1/2019 16:34,C02,54.882874,53.38505822,53.24205458,0.001862,1/1/2019 16:34,1/1/2019 16:35,1/1/2019 16:35
1/1/2019 16:39,C02,57.578949,55.78156689,55.547744,0.001862,1/1/2019 16:39,1/1/2019 16:40,1/1/2019 16:40
1/1/2019 16:44,C02,60.275017,58.24855822,58.04862292,0.001862,1/1/2019 16:44,1/1/2019 16:45,1/1/2019 16:45
1/1/2019 16:49,C02,60.275017,59.97545211,60.15912112,0.001862,1/1/2019 16:49,1/1/2019 16:50,1/1/2019 16:50
1/1/2019 16:54,C02,63.922638,62.37195822,62.41601223,0.001862,1/1/2019 16:54,1/1/2019 16:55,1/1/2019 16:55
1/1/2019 16:59,C02,65.508568,64.609875,64.86809569,0.001862,1/1/2019 16:59,1/1/2019 17:00,1/1/2019 17:00
1/1/2019 17:04,C02,66.618713,65.29710867,65.5390635,0.001862,1/1/2019 17:04,1/1/2019 17:05,1/1/2019 17:05
1/1/2019 17:09,C02,68.839005,67.53502156,67.71665692,0.001862,1/1/2019 17:09,1/1/2019 17:10,1/1/2019 17:10
1/1/2019 17:14,C02,72.645218,69.22667344,68.91829973,0.001862,1/1/2019 17:14,1/1/2019 17:15,1/1/2019 17:15
1/1/2019 17:19,C02,71.37648,70.266337,70.35783258,0.001862,1/1/2019 17:19,1/1/2019 17:20,1/1/2019 17:20
1/1/2019 17:24,C02,72.962402,71.88750211,71.96205435,0.001862,1/1/2019 17:24,1/1/2019 17:25,1/1/2019 17:25
1/1/2019 17:29,C02,74.865517,72.99765022,72.85871188,0.001862,1/1/2019 17:29,1/1/2019 17:30,1/1/2019 17:30
1/1/2019 17:34,C02,75.658478,74.00206756,73.82246465,0.001862,1/1/2019 17:34,1/1/2019 17:35,1/1/2019 17:35
1/1/2019 17:39,C02,76.292847,75.07697033,75.10950262,0.001862,1/1/2019 17:39,1/1/2019 17:40,1/1/2019 17:40
1/1/2019 17:44,C02,77.561584,75.21794133,75.27419435,0.001862,1/1/2019 17:44,1/1/2019 17:45,1/1/2019 17:45
1/1/2019 17:49,C02,77.561584,76.31046533,76.30504392,0.001862,1/1/2019 17:49,1/1/2019 17:50,1/1/2019 17:50
1/1/2019 17:54,C02,79.464691,76.59240722,76.68322538,0.001862,1/1/2019 17:54,1/1/2019 17:55,1/1/2019 17:55
1/1/2019 17:59,C02,79.147507,77.47347756,77.45179035,0.001862,1/1/2019 17:59,1/1/2019 18:00,1/1/2019 18:00
1/1/2019 18:04,C02,78.988914,77.52634244,77.58598465,0.001862,1/1/2019 18:04,1/1/2019 18:05,1/1/2019 18:05
1/1/2019 18:09,C02,78.830322,77.54396311,77.84827158,0.001862,1/1/2019 18:09,1/1/2019 18:10,1/1/2019 18:10
1/1/2019 18:14,C02,79.940468,77.82590511,77.61038254,0.001862,1/1/2019 18:14,1/1/2019 18:15,1/1/2019 18:15
1/1/2019 18:19,C02,79.306099,77.59682733,77.79337442,0.001862,1/1/2019 18:19,1/1/2019 18:20,1/1/2019 18:20
1/1/2019 18:24,C02,79.147507,77.61444767,77.69577827,0.001862,1/1/2019 18:24,1/1/2019 18:25,1/1/2019 18:25
1/1/2019 18:29,C02,78.830322,77.96687644,78.09225985,0.001862,1/1/2019 18:29,1/1/2019 18:30,1/1/2019 18:30
1/1/2019 18:34,C02,79.147507,77.03294211,77.17730242,0.001862,1/1/2019 18:34,1/1/2019 18:35,1/1/2019 18:35
1/1/2019 18:39,C02,79.147507,77.47347789,77.23830104,0.001862,1/1/2019 18:39,1/1/2019 18:40,1/1/2019 18:40
1/1/2019 18:44,C02,78.988914,77.22677767,76.99431142,0.001862,1/1/2019 18:44,1/1/2019 18:45,1/1/2019 18:45
1/1/2019 18:49,C02,78.354546,76.83910711,76.89671654,0.001862,1/1/2019 18:49,1/1/2019 18:50,1/1/2019 18:50
1/1/2019 18:54,C02,78.195953,76.73337956,76.62832927,0.001862,1/1/2019 18:54,1/1/2019 18:55,1/1/2019 18:55
1/1/2019 18:59,C02,78.037361,75.95803811,75.82926692,0.001862,1/1/2019 18:59,1/1/2019 19:00,1/1/2019 19:00
1/1/2019 19:04,C02,76.927216,75.41177611,75.43278631,0.001862,1/1/2019 19:04,1/1/2019 19:05,1/1/2019 19:05
1/1/2019 19:09,C02,76.768623,75.23556422,75.43278765,0.001862,1/1/2019 19:09,1/1/2019 19:10,1/1/2019 19:10
1/1/2019 19:14,C02,76.292847,74.44260078,74.24944277,0.001862,1/1/2019 19:14,1/1/2019 19:15,1/1/2019 19:15
1/1/2019 19:19,C02,75.81707,74.107795,73.85296223,0.001862,1/1/2019 19:19,1/1/2019 19:20,1/1/2019 19:20
1/1/2019 19:24,C02,74.072556,72.83905711,73.29788942,0.001862,1/1/2019 19:24,1/1/2019 19:25,1/1/2019 19:25
1/1/2019 19:29,C02,74.231148,72.46900867,72.55982562,0.001862,1/1/2019 19:29,1/1/2019 19:30,1/1/2019 19:30
1/1/2019 19:34,C02,74.38974,71.65842633,71.62657158,0.001862,1/1/2019 19:34,1/1/2019 19:35,1/1/2019 19:35
1/1/2019 19:39,C02,72.010849,71.02405378,71.22398912,0.001862,1/1/2019 19:39,1/1/2019 19:40,1/1/2019 19:40
1/1/2019 19:44,C02,72.010849,70.389684,70.42492735,0.001862,1/1/2019 19:44,1/1/2019 19:45,1/1/2019 19:45
1/1/2019 19:49,C02,70.266335,69.26191711,69.52217127,0.001862,1/1/2019 19:49,1/1/2019 19:50,1/1/2019 19:50
1/1/2019 19:54,C02,69.631966,68.80376189,68.58891712,0.001862,1/1/2019 19:54,1/1/2019 19:55,1/1/2019 19:55
1/1/2019 19:59,C02,68.680412,67.51740178,67.74105769,0.001862,1/1/2019 19:59,1/1/2019 20:00,1/1/2019 20:00
1/1/2019 20:04,C02,67.887451,67.02400367,66.88709862,0.001862,1/1/2019 20:04,1/1/2019 20:05,1/1/2019 20:05
1/1/2019 20:09,C02,67.253082,66.14293322,65.92944331,0.001862,1/1/2019 20:09,1/1/2019 20:10,1/1/2019 20:10
1/1/2019 20:14,C02,64.874191,64.57463056,64.93519138,0.001862,1/1/2019 20:14,1/1/2019 20:15,1/1/2019 20:15
1/1/2019 20:19,C02,65.032791,64.09885567,63.9592395,0.001862,1/1/2019 20:19,1/1/2019 20:20,1/1/2019 20:20
1/1/2019 20:24,C02,65.032791,63.60545511,63.35536738,0.001862,1/1/2019 20:24,1/1/2019 20:25,1/1/2019 20:25
1/1/2019 20:29,C02,62.336716,62.09001689,62.02563135,0.001862,1/1/2019 20:29,1/1/2019 20:30,1/1/2019 20:30
1/1/2019 20:34,C02,61.702347,61.13846356,61.06187862,0.001862,1/1/2019 20:34,1/1/2019 20:35,1/1/2019 20:35
1/1/2019 20:39,C02,60.116425,59.86972556,59.97003169,0.001862,1/1/2019 20:39,1/1/2019 20:40,1/1/2019 20:40
1/1/2019 20:44,C02,62.019531,59.393947,59.02457681,0.001862,1/1/2019 20:44,1/1/2019 20:45,1/1/2019 20:45
1/1/2019 20:49,C02,58.689095,57.96661544,57.97542562,0.001862,1/1/2019 20:49,1/1/2019 20:50,1/1/2019 20:50
1/1/2019 20:54,C02,56.627388,56.68025478,56.80428231,0.001862,1/1/2019 20:54,1/1/2019 20:55,1/1/2019 20:55
1/1/2019 20:59,C02,57.420357,55.83443111,55.65753877,0.001862,1/1/2019 20:59,1/1/2019 21:00,1/1/2019 21:00
1/1/2019 21:04,C02,55.517242,54.565689,54.51689208,0.001862,1/1/2019 21:04,1/1/2019 21:05,1/1/2019 21:05
1/1/2019 21:09,C02,53.772728,53.40267944,53.73003008,0.001862,1/1/2019 21:09,1/1/2019 21:10,1/1/2019 21:10
1/1/2019 21:14,C02,54.248505,52.60971833,52.39419546,0.001862,1/1/2019 21:14,1/1/2019 21:15,1/1/2019 21:15
1/1/2019 21:19,C02,51.711029,51.07666022,51.05836112,0.001862,1/1/2019 21:19,1/1/2019 21:20,1/1/2019 21:20
1/1/2019 21:24,C02,49.966515,50.05462144,50.2227015,0.001862,1/1/2019 21:24,1/1/2019 21:25,1/1/2019 21:25
1/1/2019 21:29,C02,48.856369,48.64490922,48.75876992,0.001862,1/1/2019 21:29,1/1/2019 21:30,1/1/2019 21:30
1/1/2019 21:34,C02,47.429031,47.41141067,47.65472231,0.001862,1/1/2019 21:34,1/1/2019 21:35,1/1/2019 21:35
1/1/2019 21:39,C02,47.429031,46.75941944,46.66046977,0.001862,1/1/2019 21:39,1/1/2019 21:40,1/1/2019 21:40
1/1/2019 21:44,C02,45.050148,45.43781789,45.47712735,0.001862,1/1/2019 21:44,1/1/2019 21:45,1/1/2019 21:45
1/1/2019 21:49,C02,43.464226,43.99286678,44.2876855,0.001862,1/1/2019 21:49,1/1/2019 21:50,1/1/2019 21:50
1/1/2019 21:54,C02,42.988449,42.77699033,42.86645277,0.001862,1/1/2019 21:54,1/1/2019 21:55,1/1/2019 21:55
1/1/2019 21:59,C02,42.671265,42.07213422,42.00639204,0.001862,1/1/2019 21:59,1/1/2019 22:00,1/1/2019 22:00
1/1/2019 22:04,C02,40.926743,40.45096578,40.61565804,0.001862,1/1/2019 22:04,1/1/2019 22:05,1/1/2019 22:05
1/1/2019 22:09,C02,40.450966,39.93994656,39.77389915,0.001862,1/1/2019 22:09,1/1/2019 22:10,1/1/2019 22:10
1/1/2019 22:14,C02,38.072083,38.12494678,38.17577758,0.001862,1/1/2019 22:14,1/1/2019 22:15,1/1/2019 22:15
1/1/2019 22:19,C02,37.279121,36.961937,37.22422408,0.001862,1/1/2019 22:19,1/1/2019 22:20,1/1/2019 22:20
1/1/2019 22:24,C02,36.168976,35.83417,35.97378538,0.001862,1/1/2019 22:24,1/1/2019 22:25,1/1/2019 22:25
1/1/2019 22:29,C02,33.948677,34.63591256,34.71724262,0.001862,1/1/2019 22:29,1/1/2019 22:30,1/1/2019 22:30
1/1/2019 22:34,C02,33.155716,33.36717311,33.60099588,0.001862,1/1/2019 22:34,1/1/2019 22:35,1/1/2019 22:35
1/1/2019 22:39,C02,32.362755,32.06319156,32.31395754,0.001862,1/1/2019 22:39,1/1/2019 22:40,1/1/2019 22:40
1/1/2019 22:44,C02,31.88698,31.12926033,31.27700815,0.001862,1/1/2019 22:44,1/1/2019 22:45,1/1/2019 22:45
1/1/2019 22:49,C02,29.666685,29.75479244,29.98387054,0.001862,1/1/2019 22:49,1/1/2019 22:50,1/1/2019 22:50
1/1/2019 22:54,C02,28.55654,28.53891844,28.76392969,0.001862,1/1/2019 22:54,1/1/2019 22:55,1/1/2019 22:55
1/1/2019 22:59,C02,27.604986,27.763578,27.83677438,0.001862,1/1/2019 22:59,1/1/2019 23:00,1/1/2019 23:00
1/1/2019 23:04,C02,26.653433,26.70629533,26.54973642,0.001862,1/1/2019 23:04,1/1/2019 23:05,1/1/2019 23:05
1/1/2019 23:09,C02,25.226099,24.94415733,25.21999985,0.001862,1/1/2019 23:09,1/1/2019 23:10,1/1/2019 23:10
1/1/2019 23:14,C02,23.640177,23.69304089,23.97566038,0.001862,1/1/2019 23:14,1/1/2019 23:15,1/1/2019 23:15
1/1/2019 23:19,C02,22.212843,22.70624233,22.85331358,0.001862,1/1/2019 23:19,1/1/2019 23:20,1/1/2019 23:20
1/1/2019 23:24,C02,22.371439,21.70182444,21.60897331,0.001862,1/1/2019 23:24,1/1/2019 23:25,1/1/2019 23:25
1/1/2019 23:29,C02,20.785513,20.644542,20.76721377,0.001862,1/1/2019 23:29,1/1/2019 23:30,1/1/2019 23:30
1/1/2019 23:34,C02,19.992552,19.48153233,19.49847581,0.001862,1/1/2019 23:34,1/1/2019 23:35,1/1/2019 23:35
1/1/2019 23:39,C02,18.248034,18.12468511,18.25413492,0.001862,1/1/2019 23:39,1/1/2019 23:40,1/1/2019 23:40
1/1/2019 23:44,C02,16.662111,16.891189,17.034193,0.001862,1/1/2019 23:44,1/1/2019 23:45,1/1/2019 23:45
1/1/2019 23:49,C02,16.027742,15.81628589,16.06434046,0.001862,1/1/2019 23:49,1/1/2019 23:50,1/1/2019 23:50
1/1/2019 23:54,C02,14.600412,14.82948989,14.9419955,0.001862,1/1/2019 23:54,1/1/2019 23:55,1/1/2019 23:55
1/1/2019 23:59,C02,13.96604,13.736962,13.7586505,0.001862,1/1/2019 23:59,1/2/2019 0:00,1/2/2019 0:00
1/2/2019 0:04,C02,12.380117,12.50346689,12.53260985,0.001862,1/2/2019 0:04,1/2/2019 0:05,1/2/2019 0:05
1/2/2019 0:09,C02,11.269972,10.98802922,11.12357823,0.001862,1/2/2019 0:09,1/2/2019 0:10,1/2/2019 0:10
1/2/2019 0:14,C02,9.684048,9.789775667,9.830440346,0.001862,1/2/2019 0:14,1/2/2019 0:15,1/2/2019 0:15
1/2/2019 0:19,C02,8.098124,8.521036556,8.555601385,0.001862,1/2/2019 0:19,1/2/2019 0:20,1/2/2019 0:20
1/2/2019 0:24,C02,7.305162,7.217055111,7.207566385,0.001862,1/2/2019 0:24,1/2/2019 0:25,1/2/2019 0:25
1/2/2019 0:29,C02,5.877831,5.49016,5.493548615,0.001862,1/2/2019 0:29,1/2/2019 0:30,1/2/2019 0:30
1/2/2019 0:34,C02,4.450499,4.239042444,4.237009154,0.001862,1/2/2019 0:34,1/2/2019 0:35,1/2/2019 0:35
1/2/2019 0:39,C02,3.023167,3.005545889,2.901173269,0.001862,1/2/2019 0:39,1/2/2019 0:40,1/2/2019 0:40
1/2/2019 0:44,C02,0.961466,1.454865333,1.522639769,0.001862,1/2/2019 0:44,1/2/2019 0:45,1/2/2019 0:45
1/2/2019 0:49,C02,1.12006,0.943845556,0.876070962,0.001862,1/2/2019 0:49,1/2/2019 0:50,1/2/2019 0:50
1/2/2019 0:54,C02,0.327097,0.309475556,0.369794846,0.001862,1/2/2019 0:54,1/2/2019 0:55,1/2/2019 0:55
1/2/2019 0:59,C02,0.009912,0.115640222,0.083108615,0.001862,1/2/2019 0:59,1/2/2019 1:00,1/2/2019 1:00
1/2/2019 1:04,C02,-0.14868,-0.131058556,-0.008386692,0.001862,1/2/2019 1:04,1/2/2019 1:05,1/2/2019 1:05
1/2/2019 1:09,C02,-0.14868,0.062776444,0.162405,0.001862,1/2/2019 1:09,1/2/2019 1:10,1/2/2019 1:10
1/2/2019 1:14,C02,-0.307272,0.009912444,0.003812654,0.001862,1/2/2019 1:14,1/2/2019 1:15,1/2/2019 1:15
